Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:5OzgCc3gQsqchX95k1C1Qa,"Spinnin","Spinnin","Connor Price;Bens",2022-10-21,110938,58,false,111573307,2026-02-21T18:52:21Z,"","4 of Clubs LLC",0.765,0.572,11,-6.153,0,0.128,0.226,0,0.192,0.475,140.013,4
spotify:track:0VQCjhRnEM2EYYO0zlp34H,"Glide","Breathing Room","Hoodboi;Tkay Maidza",2018-05-22,233739,0,true,111573307,2026-08-04T19:02:13Z,"future bass,r&b alternativo","Fool's Gold Records",0.734,0.559,8,-8.578,0,0.114,0.182,0,0.0693,0.263,114.95,4
spotify:track:5lw8Mgb4LyhriPIC86gV6e,"RNP (feat. Anderson .Paak)","The Lost Boy","Cordae;Anderson .Paak",2019-07-26,175827,68,true,111573307,2026-08-04T19:39:02Z,"","Art@War/Atlantic Records",0.611,0.714,9,-4.696,0,0.856,0.184,0,0.145,0.628,196.043,4
spotify:track:0tNuJpBgtE65diL6Q8Q7fI,"On & On","Baduizm","Erykah Badu",1997-01-01,226133,72,true,111573307,2026-08-04T19:59:03Z,"neo soul,r&b","Universal Records",0.761,0.403,11,-10.424,0,0.158,0.0392,0.0113,0.256,0.346,80.476,4
